ANIO_ESTAD,ENT_REGIS,MES_ENTREV,DIA_ENTREV,SEXO,EDAD,ENT_RESID,MUN_RESID,PAIS_RESID,NACIONALID,PAIS_EXTRA,ESCOLARIDA,COND_ESCOL,OCUPACION,LENGUA_1,LENGUA_2,LENGUA_3,ESTIM_FAM,PRIM_VISIT,VISIT_ANIO,ANIOS_VISI,VIS_OTROS,VISO_CUANT,MEDIO_1,MEDIO_2,PLAN_VISIT,MV_ACOMP,MV_CULTURA,MV_APREND,MV_ESCOLAR,MV_LABORAL,MV_CONOCER,MV_ENTRETE,MV_EDIFICI,MV_TALLER,MV_OTRO,MEDIO_TRAN,TIEMPO_TRA,TIPO_ENTRA,PAV_NADIE,PAV_FAMILI,PAV_PAREJA,PAV_AMIGO,PAV_COMPA,PAV_ESCOLA,PAV_TURIST,PAV_OTRO,TAM_GRUPO,MENORES_12,SU_SALAS,SU_TIENDA,SU_VISGUIA,SU_AUDIOG,SU_TALLER,SU_ACADEM,SU_ACULTUR,SU_BIBLIOT,SU_ARCHIVO,SU_SILLA,SU_OTRO,OPIN_EXPOS,NIV_APREND,DUR_VIS_H,DUR_VIS_M,REPETIR_VI,RECOMIE_VI,EVAL_GRAL,M_NOVIS_1,M_NOVIS_2,M_NOVIS_3
2023,01,7,1,2,47,28,038,000,1,000,9,1,2,1,5,,1,1,,,1,03,06,,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,003,000,1,0,0,1,0,0,0,0,0,0,0,1,08,0,30,1,13,9,01,07,09
2023,01,7,1,2,50,06,010,000,1,000,4,1,9,1,,,1,1,,,1,08,06,,2,0,0,1,0,0,0,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,10,0,40,1,12,10,05,07,
2023,01,7,2,2,42,18,020,000,1,000,10,1,1,1,,,2,1,,,1,30,06,,1,0,0,0,0,0,1,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,003,002,1,0,0,1,0,0,0,0,0,0,0,1,10,0,30,1,15,10,04,,
2023,01,7,2,2,46,25,006,000,1,000,10,1,2,1,2,7,1,1,,,2,,11,,2,0,1,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,1,10,0,20,1,14,10,10,,
2023,01,7,1,1,32,33,000,221,1,000,9,1,5,1,2,,1,2,08,00,1,16,03,,2,1,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,30,1,13,9,10,07,
2023,01,7,2,2,33,01,001,000,1,000,7,1,11,1,,,2,2,23,,2,,02,,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,002,001,1,0,0,0,0,0,0,0,0,0,0,1,10,0,25,1,13,9,05,07,
2023,01,7,2,2,71,09,005,000,1,000,9,1,11,1,,,1,1,,,1,03,03,,2,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,08,0,20,1,13,8,09,,
2023,01,7,1,2,43,01,005,000,1,000,9,1,2,1,2,,1,2,01,00,2,,06,,2,0,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,002,001,1,0,0,0,0,0,0,0,0,0,0,2,10,0,20,1,15,10,09,,
2023,01,7,1,1,13,01,001,000,1,000,4,2,11,1,2,,1,1,,,1,02,11,,2,0,0,0,0,0,0,0,1,0,0,6,1,2,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,30,1,15,10,10,,
2023,01,7,1,1,58,28,021,000,1,000,9,1,2,1,2,,1,1,,,1,04,11,,2,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,15,1,12,10,07,,
2023,01,7,2,1,65,32,017,000,1,000,9,1,2,1,,,1,1,,,1,05,03,,1,0,1,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,1,09,0,20,1,12,10,09,,
2023,01,7,1,1,69,01,001,000,1,000,10,1,2,1,2,,2,1,,,1,02,11,,2,0,0,0,0,0,1,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,003,002,1,0,0,0,0,0,0,0,0,0,0,2,09,0,30,1,12,10,09,,
2023,01,7,1,2,39,01,001,000,1,000,7,1,11,1,,,1,2,01,00,1,06,02,,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,09,1,0,1,12,10,09,,
2023,01,7,1,2,52,33,000,415,1,000,7,1,2,1,2,,1,1,,,1,05,03,,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,11,9,07,,
2023,01,7,1,2,30,09,010,000,1,000,9,1,98,1,,,1,1,,,1,03,06,,1,0,0,0,0,0,1,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,07,0,30,1,15,8,09,,
2023,01,7,1,2,47,01,001,000,1,000,10,1,2,1,,,1,2,01,00,2,,02,,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,20,1,13,9,08,,
2023,01,7,1,2,27,29,056,000,1,000,9,1,11,1,,,1,1,,,1,03,10,,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,09,0,30,1,14,10,08,,
2023,01,7,1,2,64,31,050,000,1,000,7,1,2,1,,,1,1,,,1,05,06,,1,0,1,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,20,1,11,10,01,02,
2023,01,7,1,2,33,01,001,000,1,000,7,1,11,1,2,,1,2,00,01,1,02,02,,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,30,1,12,10,05,06,
2023,01,7,1,1,18,01,001,000,1,000,5,1,11,1,,,1,2,00,01,1,02,01,,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,30,1,14,10,08,,
2023,01,7,1,2,55,20,385,000,1,000,9,1,2,1,,,1,1,,,1,08,11,,2,0,1,0,0,0,1,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,09,0,30,1,13,10,07,05,
2023,01,7,1,2,35,09,014,000,1,000,4,1,2,1,,,2,1,,,1,02,11,,2,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,15,1,12,10,08,,
2023,01,7,1,1,45,16,038,000,1,000,9,1,2,1,,,2,1,,,1,10,01,,2,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,20,1,13,10,05,,
2023,01,7,1,2,30,01,001,000,1,000,9,2,11,1,2,,2,1,,,1,01,02,,2,0,0,0,0,0,1,0,0,0,0,6,1,1,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,20,1,13,9,08,09,
2023,01,7,1,2,24,31,050,000,1,000,9,1,2,1,,,1,1,,,1,05,06,,1,0,1,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,20,1,11,10,01,02,
2023,01,7,1,2,54,31,050,000,1,000,7,1,2,1,,,1,1,,,1,05,06,,1,0,1,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,30,1,12,10,01,02,
2023,01,7,1,1,36,01,001,000,1,000,9,1,98,1,2,,1,1,,,1,12,02,,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,2,10,0,20,1,14,10,08,,
2023,01,7,1,1,39,09,007,000,1,000,9,1,98,1,,,1,1,,,1,10,06,,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,09,0,20,1,14,10,08,,
2023,01,7,2,2,37,01,001,000,1,000,9,1,2,1,,,1,2,25,,1,01,03,,2,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,2,05,0,30,1,13,8,09,,
2023,01,7,2,2,22,01,001,000,1,000,9,1,1,1,2,,1,2,01,00,1,10,11,,2,0,0,0,0,0,0,0,0,0,1,6,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,1,0,0,0,0,0,0,0,1,07,0,20,1,15,10,09,,
2023,01,7,2,1,50,01,001,000,1,000,7,1,4,1,,,2,2,10,,2,,02,,2,0,1,0,0,0,0,0,0,0,0,6,1,2,0,1,0,0,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,09,0,20,1,13,10,07,,
2023,01,7,1,2,55,08,037,000,1,000,5,1,11,1,2,,2,1,,,1,12,11,,1,0,0,0,0,0,1,0,0,0,0,6,1,2,0,1,0,0,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,15,1,13,10,09,,
2023,01,7,2,1,32,17,007,000,1,000,9,1,3,1,,,1,1,,,1,01,11,,2,0,0,0,0,0,0,0,1,0,0,6,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,1,0,0,0,0,0,0,0,1,04,0,30,1,11,9,09,04,
2023,01,7,2,1,20,01,001,000,1,000,4,1,9,1,,,2,1,,,2,,11,,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,004,002,1,0,0,0,0,0,0,0,0,0,0,1,10,0,25,1,13,10,10,,
2023,01,7,1,1,45,09,010,000,1,000,10,1,2,1,3,,2,1,,,1,04,11,,2,0,0,0,0,0,1,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,10,0,30,1,16,10,09,08,05
2023,01,7,1,1,19,01,001,000,1,000,9,2,5,1,,,1,2,00,04,1,05,02,,2,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,30,1,15,10,09,,
2023,01,7,2,1,50,14,098,000,1,000,7,1,2,1,2,,2,1,,,1,02,11,,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,002,002,1,0,0,0,0,0,0,0,0,0,0,2,07,0,30,1,11,8,08,,
2023,01,7,2,2,20,01,001,000,1,000,9,2,4,1,,,2,1,,,2,,11,,2,0,0,0,0,0,0,0,0,0,1,6,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,1,0,0,0,0,0,0,0,2,09,0,10,1,12,8,09,,
2023,01,7,2,1,29,01,001,000,1,000,9,2,98,1,2,,2,2,02,00,1,02,01,,1,0,0,0,0,0,1,0,0,0,0,6,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,10,0,20,1,15,10,09,,
2023,01,7,2,1,48,01,001,000,1,000,9,1,98,1,,,1,2,10,,2,,02,,2,0,0,0,0,0,0,1,0,0,0,6,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,30,1,15,10,08,,
2023,01,7,1,2,44,14,039,000,1,000,10,1,2,1,2,,2,1,,,1,04,11,,2,0,1,1,0,0,0,0,0,0,0,6,1,2,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,40,1,15,10,08,,
2023,01,7,2,2,28,01,001,000,1,000,9,1,4,1,2,3,1,1,,,1,02,11,,2,0,1,0,0,0,0,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,04,0,15,1,13,8,07,,
2023,01,7,1,1,34,19,039,000,1,000,9,1,4,1,2,,1,1,,,1,07,11,,1,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,00,0,10,1,14,8,07,,
2023,01,7,2,1,46,14,120,000,1,000,10,1,2,1,2,,1,1,,,1,07,11,06,1,0,0,0,0,0,1,0,0,0,0,6,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,09,1,0,1,13,9,09,10,
2023,01,7,1,1,27,01,001,000,1,000,9,1,11,1,2,,1,1,,,1,10,02,,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,09,0,37,1,15,9,09,,
2023,01,7,1,2,20,01,001,000,1,000,9,1,11,1,,,1,1,,,2,,11,,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,10,0,15,1,15,9,09,,
2023,01,7,1,1,56,29,056,000,1,000,9,1,2,1,,,1,1,,,2,,10,,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,09,0,30,1,12,10,08,,
2023,01,7,1,2,21,05,030,000,1,000,7,1,11,1,2,,1,1,,,1,03,03,,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,40,1,12,10,09,,
2023,01,7,2,2,45,14,039,000,1,000,9,1,3,1,2,,1,2,00,01,1,08,03,,2,0,0,0,0,1,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,10,1,12,7,07,,
2023,01,7,2,2,26,01,001,000,1,000,9,1,11,1,,,1,2,02,00,1,02,11,,2,0,0,0,0,0,1,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,004,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,40,1,11,9,03,,
2023,01,7,2,2,30,01,001,000,1,000,9,1,3,1,,,2,1,,,1,03,06,,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,07,0,20,1,13,8,09,,
2023,01,7,2,2,32,21,114,000,1,000,9,1,1,1,2,,1,1,,,1,04,11,,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,2,10,0,30,1,12,7,08,,
2023,01,7,1,2,29,14,039,000,1,000,10,1,2,1,2,,1,1,,,1,15,03,,2,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,30,1,15,10,08,,
2023,01,7,1,2,18,01,001,000,1,000,7,2,11,1,,,1,1,,,2,,11,,2,0,0,0,0,0,0,1,0,0,0,6,1,1,0,1,0,0,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,07,0,40,1,11,10,08,,
2023,01,7,1,2,62,11,020,000,1,000,7,1,11,1,,,2,1,,,2,,06,,2,0,0,0,0,0,1,0,0,0,0,6,1,1,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,09,0,30,1,12,10,08,,
2023,01,10,2,1,25,01,001,000,1,000,4,1,9,1,,,1,1,,,1,02,11,,2,0,0,0,0,0,0,0,1,0,0,6,1,2,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,07,0,15,1,15,10,07,,
2023,01,7,1,1,30,01,001,000,1,000,9,1,2,1,2,,1,2,00,01,1,02,02,,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,30,1,14,10,08,,
2023,01,7,2,1,48,01,001,000,1,000,9,1,4,1,,,1,1,,,1,04,01,,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,10,1,15,10,08,,
2023,01,7,2,2,48,01,001,000,1,000,9,1,98,1,,,2,1,,,2,,02,,1,0,0,1,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,0,0,004,000,1,0,0,0,0,0,0,0,0,0,0,1,09,1,30,1,13,7,08,,
2023,01,7,2,1,27,01,001,000,1,000,9,1,3,1,2,,2,1,,,1,04,11,,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,06,0,20,1,12,7,07,,
2023,01,7,1,2,47,01,001,000,1,000,10,1,3,1,2,3,2,2,03,00,1,03,11,,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,30,1,13,10,09,,
2023,01,7,1,2,65,09,012,000,1,000,9,1,11,1,2,,1,1,,,1,03,03,,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,001,001,1,0,0,0,0,0,0,0,0,0,0,1,08,0,20,1,11,10,08,,
2023,01,7,1,1,41,14,039,000,1,000,9,1,2,1,2,3,1,1,,,1,08,11,,1,0,0,0,0,0,0,0,1,0,0,6,1,1,0,1,0,0,0,0,0,0,004,001,1,0,0,0,0,0,0,0,0,0,0,1,08,0,20,1,11,10,09,,
2023,01,7,1,2,24,02,002,000,1,000,9,1,5,1,,,1,1,,,1,02,11,,2,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,15,1,15,9,05,,
2023,01,10,2,1,51,01,001,000,1,000,9,1,3,1,,,2,1,,,1,15,11,,2,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,20,1,13,10,07,,
2023,01,10,2,2,33,01,001,000,1,000,9,1,2,1,2,,2,2,03,00,2,,06,,2,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,20,1,12,10,01,,
2023,01,10,1,1,21,09,015,000,1,000,7,1,4,1,,,1,1,,,1,16,11,,2,0,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,08,0,40,1,11,10,08,,
2023,01,10,1,2,23,01,001,000,1,000,9,1,11,1,2,,1,1,,,1,03,10,,2,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,06,0,20,1,15,10,08,,
2023,01,7,1,2,59,25,012,000,1,000,9,1,2,1,,,1,1,,,1,02,07,,2,0,0,0,0,0,0,0,0,0,1,6,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,01,0,30,1,15,9,07,,
2023,01,7,1,2,63,16,053,000,1,000,10,1,98,1,,,1,2,16,,1,05,07,,2,0,0,0,0,0,1,1,0,0,0,6,2,2,0,0,0,0,0,1,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,10,1,14,10,08,10,
2023,01,7,1,2,43,07,101,000,1,000,10,2,3,1,,,1,1,,,1,01,11,,2,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,001,001,1,0,0,0,0,0,0,0,0,0,0,1,09,0,30,1,14,10,09,,
2023,01,7,1,2,50,01,001,000,1,000,7,1,4,1,,,2,1,,,1,01,10,,1,0,0,0,0,0,1,0,0,0,1,6,1,2,0,1,0,0,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,09,0,40,1,13,10,01,02,
2023,01,10,2,1,37,15,025,000,1,000,10,1,3,1,2,,1,1,,,1,02,11,,2,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,1,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,2,10,0,10,1,11,10,07,09,
2023,01,10,1,1,21,32,024,000,1,000,9,1,3,1,,,2,1,,,1,02,11,,2,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,07,0,30,1,11,10,07,,
2023,01,10,2,2,27,01,001,000,1,000,9,1,2,1,2,,1,1,,,1,05,06,,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,1,0,0,0,0,0,0,0,1,10,1,0,1,15,10,09,,
2023,01,10,1,1,54,01,005,000,1,000,9,1,11,1,,,2,2,00,06,2,,01,,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,002,000,1,0,0,1,0,0,0,0,0,0,0,1,10,0,30,1,13,10,05,,
2023,01,7,2,2,26,01,001,000,1,000,9,2,2,1,2,,1,1,,,1,03,02,,1,0,0,1,0,0,1,0,0,0,0,6,1,1,0,0,0,0,0,1,0,0,004,000,1,0,0,0,0,0,0,0,0,0,0,1,10,3,0,1,15,8,08,,
2023,01,7,2,2,34,14,039,000,1,000,9,1,2,1,,,1,1,,,1,06,06,,2,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,2,07,0,30,1,12,7,08,,
2023,01,7,1,1,33,22,014,000,1,000,9,1,2,1,2,,1,1,,,1,20,06,,1,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,09,0,30,1,15,9,09,,
2023,01,7,1,2,18,01,001,000,1,000,7,2,11,1,,,1,1,,,1,03,01,,1,1,1,1,1,1,1,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,06,0,30,1,12,9,09,,
2023,01,7,2,2,36,29,005,000,1,000,10,1,2,1,2,,1,1,,,1,03,06,,2,0,0,0,0,0,1,0,0,0,0,1,5,1,0,1,0,0,0,0,0,0,002,001,1,0,0,1,0,0,0,0,0,0,0,1,08,0,20,1,11,9,07,10,
2023,01,7,2,2,37,09,005,000,1,000,9,1,1,1,2,,1,1,,,1,05,11,,2,0,0,0,0,0,0,0,1,0,0,6,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,30,1,11,9,08,,
2023,01,7,2,2,53,15,104,000,1,000,10,1,11,1,,,2,1,,,1,15,11,,2,0,0,0,0,0,0,0,1,0,0,6,1,2,0,0,0,1,0,0,0,0,004,000,1,0,0,0,0,0,0,0,0,0,0,2,08,0,20,1,16,9,09,,
2023,01,7,2,1,29,19,039,000,1,000,9,1,2,1,,,2,1,,,1,02,07,,2,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,09,0,10,1,12,9,09,,
2023,01,10,1,1,25,21,114,000,1,000,10,2,11,1,2,,1,1,,,1,05,11,,2,0,0,0,1,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,002,001,1,0,0,0,0,0,0,0,0,0,0,2,08,0,30,1,15,9,09,,
2023,01,10,1,2,42,09,014,000,1,000,9,1,98,1,2,,1,1,,,1,05,10,,2,0,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,10,0,20,1,15,10,08,,
2023,01,10,1,2,60,01,001,000,1,000,7,1,11,1,,,1,2,00,01,1,03,02,,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,20,1,12,10,09,08,01
2023,01,10,1,1,45,01,001,000,1,000,7,1,5,1,,,2,1,,,1,03,11,,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,40,1,15,10,08,,
2023,01,7,1,2,24,31,050,000,1,000,9,1,2,1,,,1,1,,,1,05,06,,1,0,1,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,20,1,11,10,01,02,
2023,01,7,1,1,39,01,001,000,1,000,7,1,2,1,,,2,1,,,1,03,02,,1,0,1,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,2,09,1,0,1,13,9,09,,
2023,01,7,1,2,28,16,097,000,1,000,9,1,2,1,,,2,1,,,1,03,06,,2,0,0,0,0,0,0,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,15,1,12,10,08,,
2023,01,7,1,2,31,09,007,000,1,000,9,1,98,1,,,1,1,,,1,10,06,,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,09,0,20,1,14,10,08,,
2023,01,7,1,1,18,01,001,000,1,000,7,2,11,1,,,1,1,,,1,06,01,,1,1,1,1,1,1,1,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,003,001,1,0,0,0,0,0,0,0,0,0,0,1,09,0,30,1,12,9,09,,
2023,01,7,1,2,18,01,001,000,1,000,7,2,11,1,2,3,1,2,02,00,1,09,01,,1,1,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,20,1,14,8,08,,
2023,01,7,1,2,26,09,005,000,1,000,10,1,2,1,,,1,1,,,1,06,06,,2,0,0,0,0,0,0,1,0,0,0,6,1,1,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,09,0,40,1,12,10,08,,
2023,01,7,1,2,36,09,016,000,1,000,9,1,4,1,,,2,1,,,1,10,06,,1,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,2,10,1,0,1,15,9,09,,
2023,01,7,1,2,50,01,001,000,1,000,9,1,2,1,,,2,2,10,,1,07,02,,1,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,08,1,0,1,11,8,08,,
2023,01,7,1,2,35,09,016,000,1,000,9,1,4,1,,,2,1,,,1,10,06,,1,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,11,10,08,,
2023,01,7,2,2,32,01,001,000,1,000,9,1,98,1,2,,1,1,,,2,,02,,2,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,10,0,20,1,11,10,07,08,
