ANIO_ESTAD,ENT_REGIS,MES_ENTREV,DIA_ENTREV,SEXO,EDAD,ENT_RESID,MUN_RESID,PAIS_RESID,NACIONALID,PAIS_EXTRA,ESCOLARIDA,COND_ESCOL,OCUPACION,LENGUA_1,LENGUA_2,LENGUA_3,ESTIM_FAM,PRIM_VISIT,VISIT_ANIO,ANIOS_VISI,VIS_OTROS,VISO_CUANT,MEDIO_1,MEDIO_2,PLAN_VISIT,MV_ACOMP,MV_CULTURA,MV_APREND,MV_ESCOLAR,MV_LABORAL,MV_CONOCER,MV_ENTRETE,MV_EDIFICI,MV_TALLER,MV_OTRO,MEDIO_TRAN,TIEMPO_TRA,TIPO_ENTRA,PAV_NADIE,PAV_FAMILI,PAV_PAREJA,PAV_AMIGO,PAV_COMPA,PAV_ESCOLA,PAV_TURIST,PAV_OTRO,TAM_GRUPO,MENORES_12,SU_SALAS,SU_TIENDA,SU_VISGUIA,SU_AUDIOG,SU_TALLER,SU_ACADEM,SU_ACULTUR,SU_BIBLIOT,SU_ARCHIVO,SU_SILLA,SU_OTRO,OPIN_EXPOS,NIV_APREND,DUR_VIS_H,DUR_VIS_M,REPETIR_VI,RECOMIE_VI,EVAL_GRAL,M_NOVIS_1,M_NOVIS_2,M_NOVIS_3
2023,01,7,1,1,43,01,001,000,1,000,7,1,8,1,,,2,2,00,02,1,01,11,,2,0,0,0,0,0,0,1,0,0,0,6,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,13,10,07,,
2023,01,7,2,2,22,01,001,000,1,000,9,2,11,1,,,2,1,,,2,,03,,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,13,10,09,,
2023,01,7,1,2,45,01,001,000,1,000,9,1,4,1,,,2,1,,,2,,03,,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,11,10,07,09,
2023,01,7,1,2,22,01,001,000,1,000,7,2,11,1,,,1,2,04,00,1,02,03,,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,11,10,06,,
2023,01,7,1,1,18,01,001,000,1,000,9,1,11,1,,,1,1,,,1,02,03,,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,12,10,01,,
2023,01,7,2,1,50,16,043,000,1,000,4,1,6,1,,,1,1,,,1,01,05,,2,0,0,1,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,005,003,1,0,0,0,0,0,0,0,0,0,0,1,10,0,30,1,12,10,08,,
2023,01,7,1,2,20,28,043,000,1,000,9,2,11,1,2,,1,1,,,1,03,03,,2,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,09,0,25,1,13,9,09,03,
2023,01,10,1,1,56,01,001,000,1,000,9,1,7,1,,,2,1,,,2,,06,,2,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,08,1,0,1,13,9,09,,
2023,01,10,1,1,33,08,037,000,1,000,9,1,2,1,2,3,2,1,,,2,,03,,2,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,09,0,40,1,14,10,07,,
2023,01,10,2,1,68,28,038,000,1,000,9,1,11,1,,,2,1,,,2,,01,,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,45,1,12,10,07,,
2023,01,10,2,2,26,09,003,000,1,000,9,1,2,1,,,2,1,,,1,04,10,,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,2,08,0,30,1,14,9,08,,
2023,01,7,2,1,18,01,001,000,1,000,9,2,11,1,2,,1,1,,,1,10,06,,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,08,1,0,1,15,10,08,05,
2023,01,7,1,1,35,01,001,000,1,000,9,1,4,1,,,1,2,02,00,1,01,03,,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,12,10,07,,
2023,01,7,1,2,27,01,001,000,1,000,9,1,11,1,2,,1,2,00,03,1,02,10,,2,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,30,1,12,10,09,,
2023,01,7,1,2,61,32,056,000,1,000,10,1,2,2,1,,1,1,,,1,10,11,,2,0,1,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,004,000,1,1,0,0,0,0,0,0,0,0,0,1,10,2,30,1,13,10,05,07,08
2023,01,7,2,2,45,01,001,000,1,000,10,1,3,1,,,1,2,00,08,2,,02,,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,002,001,1,0,0,0,0,0,0,0,0,0,0,2,07,1,0,1,11,10,08,,
2023,01,7,2,1,47,01,001,000,1,000,10,1,2,1,2,,2,2,01,00,2,,06,,1,0,0,0,1,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,0,004,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,40,1,15,10,05,07,
2023,01,10,1,1,59,33,000,214,2,214,9,1,11,2,1,,2,1,,,1,06,07,,1,0,1,0,0,0,1,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,,,1,1,0,0,1,0,0,0,0,0,0,1,08,0,30,1,13,8,06,,
2023,01,10,1,2,65,15,104,000,1,000,9,1,11,3,1,,1,1,,,1,03,03,06,1,0,1,0,0,0,1,0,0,0,0,6,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,1,0,0,0,0,0,0,1,10,1,0,1,15,8,06,,
2023,01,10,1,1,21,30,087,000,1,000,9,2,11,2,1,,2,1,,,1,02,01,,1,0,0,0,1,0,0,0,0,0,0,2,5,1,0,0,0,0,0,1,0,0,029,000,1,0,0,0,1,0,0,0,0,0,0,2,09,1,0,1,15,10,07,09,08
2023,01,10,1,2,32,14,039,000,1,000,9,1,2,2,1,,1,1,,,1,03,11,,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,1,0,0,0,0,0,0,1,09,0,30,1,15,10,08,07,
2023,01,7,1,1,28,01,001,000,1,000,9,1,2,1,2,,1,2,00,05,1,02,02,,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,004,000,1,0,0,0,0,0,0,0,0,0,0,1,09,0,50,1,14,9,01,07,09
2023,01,7,1,2,45,08,037,000,1,000,8,1,8,1,2,,2,1,,,2,,11,,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,1,0,0,0,0,0,0,0,1,10,1,30,1,12,10,09,,
2023,01,7,2,2,50,01,001,000,1,000,4,1,11,1,,,1,1,,,2,,11,,2,0,0,1,0,0,1,0,0,0,0,6,2,1,0,1,0,0,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,11,9,01,02,
2023,01,10,2,2,43,21,114,000,1,000,9,1,4,1,2,,1,1,,,2,,11,,2,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,09,1,0,1,13,10,01,,
2023,01,7,1,2,20,01,001,000,1,000,9,2,11,1,,,1,1,,,1,05,10,,2,0,0,1,0,0,1,1,0,0,0,6,1,1,0,0,0,1,0,0,0,0,001,001,1,0,0,0,0,0,0,0,0,0,0,1,09,0,30,1,13,9,08,01,
2023,01,7,1,2,22,01,001,000,1,000,9,1,11,1,,,2,2,02,00,2,,10,,2,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,40,1,14,10,01,05,
2023,01,7,1,1,30,01,001,000,1,000,9,2,11,1,2,,1,2,03,00,1,02,10,,2,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,08,0,30,1,12,10,09,,
2023,01,7,2,1,30,01,001,000,1,000,9,1,2,1,2,,1,2,04,00,1,05,06,,1,1,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,15,10,08,,
2023,01,7,2,2,23,01,001,000,1,000,9,1,2,1,2,,1,2,01,00,1,03,10,03,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,00,1,0,1,14,10,01,06,
2023,01,7,2,2,13,01,001,000,1,000,4,2,11,1,,,1,1,,,1,02,03,,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,003,003,1,0,0,0,0,0,0,0,0,0,0,1,10,0,40,1,11,10,06,09,
2023,01,7,2,1,25,14,120,000,1,000,9,1,1,1,7,2,1,1,,,1,10,03,,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,1,1,09,0,50,1,14,10,08,09,
2023,01,7,1,1,45,01,001,000,1,000,9,1,3,1,,,2,1,,,1,01,03,,2,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,2,09,1,0,1,12,9,02,06,
2023,01,7,1,2,50,14,120,000,1,000,10,1,1,1,2,,1,1,,,1,03,11,,2,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,30,1,14,10,08,,
2023,01,7,1,2,35,01,003,000,1,000,7,1,11,1,,,2,2,03,00,2,,11,,2,0,0,0,0,0,1,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,001,001,1,0,0,0,0,0,0,0,0,0,0,2,09,0,20,1,13,9,07,,
2023,01,7,2,2,33,01,009,000,1,000,7,1,3,1,,,2,1,,,1,01,07,,1,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,0,1,0,0,0,027,000,1,0,1,0,0,0,0,0,0,0,0,1,10,1,0,1,11,10,03,,
2023,01,7,1,2,55,12,001,000,1,000,9,1,2,1,,,1,1,,,1,02,07,,1,0,0,0,0,0,0,1,0,0,0,3,2,1,0,1,0,0,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,07,1,0,1,15,10,09,,
2023,01,7,2,2,34,01,001,000,1,000,9,1,4,1,,,1,1,,,2,,03,,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,001,001,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,12,10,02,,
2023,01,7,1,2,40,09,005,000,1,000,9,1,3,2,,,1,1,,,1,05,10,,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,10,5,20,1,12,10,09,08,07
2023,01,7,1,1,21,01,001,000,1,000,7,1,11,2,1,,1,2,02,00,1,03,02,,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,05,2,0,1,12,10,01,09,
2023,01,10,1,2,48,01,001,000,1,000,8,1,3,1,,,2,2,04,00,2,,06,,2,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,11,10,06,07,
2023,01,10,2,2,56,15,033,000,1,000,10,1,2,1,2,,1,1,,,1,06,07,,1,0,1,1,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,002,000,1,0,1,0,0,0,0,0,0,0,0,1,10,2,0,1,13,10,09,,
2023,01,10,2,2,56,15,057,000,1,000,9,1,2,1,,,2,1,,,1,10,07,,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,07,1,0,2,13,10,08,10,
2023,01,10,2,1,33,01,001,000,1,000,8,1,2,1,,,1,1,,,1,20,05,,1,0,0,0,0,0,1,0,0,0,0,6,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,40,1,15,10,08,,
2023,01,10,2,2,23,33,000,204,2,204,9,2,2,1,,,1,1,,,1,10,06,,1,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,1,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,40,1,14,10,08,09,
2023,01,10,1,1,21,01,001,000,1,000,9,2,11,1,,,2,1,,,1,02,03,,2,1,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,001,000,1,1,0,0,0,0,0,0,0,0,0,2,03,0,40,1,11,9,08,,
2023,01,10,1,2,25,01,001,000,1,000,7,1,11,1,,,2,1,,,1,01,03,,1,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,08,0,20,1,12,8,08,,
2023,01,7,1,1,88,01,006,000,1,000,7,2,6,1,,,2,2,10,,1,03,02,,1,0,0,0,0,0,0,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,,,1,0,1,0,0,0,0,0,0,0,0,1,04,2,0,1,11,10,07,,
2023,01,7,1,1,36,01,006,000,1,000,9,2,1,1,,,2,2,02,00,1,03,03,,1,0,1,0,0,0,1,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,,,1,0,1,0,0,0,0,0,0,0,0,1,07,1,0,1,13,10,07,,
2023,01,10,2,2,65,09,006,000,1,000,4,1,11,1,,,1,1,,,1,02,07,,1,0,1,0,0,0,1,0,0,0,0,3,2,1,0,0,1,0,0,0,1,0,002,000,1,0,1,0,0,0,0,0,0,0,0,1,10,0,30,1,14,10,09,,
2023,01,10,1,2,66,15,024,000,1,000,5,1,11,1,,,1,1,,,1,04,07,,1,0,0,0,0,0,0,1,0,0,0,3,8,1,0,0,0,0,0,0,1,0,014,000,1,0,1,0,0,0,0,0,0,0,0,1,08,1,10,1,14,9,09,,
2023,01,10,1,2,31,19,046,000,1,000,5,1,11,1,,,1,1,,,1,03,06,,1,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,2,08,0,40,1,13,9,07,,
2023,01,10,1,2,58,26,018,000,1,000,9,1,11,1,,,1,1,,,2,,07,,2,0,1,1,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,05,0,40,1,15,10,09,,
2023,01,7,2,2,48,09,005,000,1,000,9,1,2,1,3,,1,1,,,1,10,06,,1,0,0,0,0,0,1,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,05,1,0,1,13,10,05,04,06
2023,01,7,2,2,23,01,001,000,1,000,9,2,11,1,2,,1,1,,,1,03,11,,2,0,1,0,0,0,0,1,0,0,0,6,1,1,0,0,0,0,1,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,20,1,11,9,09,,
2023,01,7,2,2,67,01,001,000,1,000,9,1,2,1,,,2,2,00,02,2,,07,,2,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,09,1,0,1,12,10,09,,
2023,01,7,1,1,49,01,001,000,1,000,9,1,2,1,2,,1,1,,,2,,07,,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,013,000,1,0,1,0,0,0,0,0,0,0,0,2,07,1,0,1,13,6,08,,
2023,01,10,1,1,31,33,000,440,2,440,9,1,3,1,2,7,1,1,,,1,03,07,,1,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,2,15,1,12,10,08,,
2023,01,10,2,1,34,33,000,204,2,204,9,1,2,1,2,,1,1,,,1,06,07,,1,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,10,1,20,1,13,10,05,,
2023,01,10,1,1,18,10,005,000,1,000,7,1,11,1,,,1,1,,,1,02,11,,2,0,0,0,0,0,0,0,1,0,0,6,1,1,0,0,0,1,0,0,0,0,004,000,1,0,0,0,0,0,0,0,0,0,0,2,10,0,28,1,11,10,02,09,
2023,01,10,1,1,30,01,001,000,1,000,7,2,3,1,,,2,2,01,00,2,,02,,1,1,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,09,2,15,1,14,9,05,,
2023,01,10,2,2,31,33,000,236,2,236,9,2,4,2,1,,2,1,,,1,05,03,,1,0,1,1,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,,,1,0,0,0,1,0,0,0,0,0,0,1,10,0,30,1,14,10,05,,
2023,01,10,2,2,53,01,001,000,1,000,9,1,2,1,,,2,2,00,01,1,03,01,,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,003,001,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,14,10,07,,
2023,01,10,2,1,60,17,007,000,1,000,9,1,11,1,,,2,1,,,1,02,06,,1,0,0,1,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,002,001,1,1,0,0,0,0,0,0,0,0,0,2,10,0,45,1,14,10,09,,
2023,01,10,2,1,43,09,014,000,1,000,9,1,2,1,2,,1,2,01,00,1,02,10,,2,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,002,000,1,1,0,0,0,0,0,0,0,0,0,1,10,0,20,1,13,10,09,,
2023,01,10,2,2,52,11,020,000,1,000,10,1,2,1,2,,1,1,,,1,10,07,,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,001,001,1,0,0,0,0,0,0,0,0,0,0,1,08,1,0,1,13,10,08,,
2023,01,10,2,2,26,01,001,000,1,000,9,1,11,1,,,2,1,,,2,,10,,2,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,002,000,1,1,0,0,0,0,0,0,0,0,0,1,10,0,40,1,13,9,08,,
2023,01,10,2,2,51,01,001,000,1,000,10,1,2,1,,,1,1,,,1,01,02,,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,13,2,07,,
2023,01,10,2,1,41,01,001,000,1,000,10,1,3,1,2,,2,1,,,2,,02,,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,001,000,1,1,0,0,0,0,0,0,0,0,0,1,10,0,30,1,14,10,09,,
2023,01,10,1,2,15,01,001,000,1,000,4,1,11,1,,,1,1,,,1,01,10,,2,0,1,0,0,0,1,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,1,30,1,12,10,02,01,06
2023,01,10,1,1,32,01,001,000,1,000,9,1,5,1,2,,1,2,01,00,2,,10,,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,12,10,08,,
2023,01,10,1,1,20,01,001,000,1,000,9,1,11,1,,,1,1,,,1,01,06,,2,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,50,1,11,9,01,,
2023,01,10,1,2,30,15,999,000,1,000,7,1,11,1,,,1,1,,,1,01,11,,2,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,30,1,21,8,08,,
2023,01,7,1,1,24,01,001,000,1,000,9,1,11,1,,,1,1,,,2,,01,,2,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,030,000,1,0,1,0,0,0,0,0,0,0,0,1,10,1,0,1,15,10,08,02,
2023,01,7,1,1,23,01,001,000,1,000,9,2,11,1,2,,2,1,,,1,01,03,,2,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,09,0,30,1,15,9,07,08,
2023,01,7,2,2,42,01,001,000,1,000,9,1,2,1,,,1,2,04,00,1,03,10,,1,0,0,0,0,0,1,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,14,10,06,09,
2023,01,7,2,1,27,01,001,000,1,000,9,1,2,1,,,1,1,,,2,,10,01,1,0,1,1,0,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,14,10,01,02,
2023,01,10,1,2,19,01,001,000,1,000,7,2,11,2,,,1,2,00,01,1,03,10,06,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,1,0,0,0,1,10,1,50,1,12,10,05,02,01
2023,01,10,1,1,49,01,001,000,1,000,7,1,99,1,,,1,2,04,00,2,,11,,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,08,1,0,1,15,9,09,,
2023,01,7,2,1,24,14,120,000,1,000,9,2,11,1,2,,1,1,,,2,,11,,2,0,0,0,0,0,0,1,0,0,0,1,6,1,0,0,0,1,0,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,40,1,16,10,09,,
2023,01,7,1,1,74,01,001,000,1,000,4,1,11,1,2,,2,1,,,2,,03,10,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,003,001,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,13,10,09,,
2023,01,10,1,2,25,01,001,000,1,000,9,1,2,1,,,1,1,,,2,,10,,1,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,002,000,1,0,0,0,0,0,0,0,0,0,0,1,10,0,40,1,14,10,05,08,
2023,01,10,1,2,27,01,001,000,1,000,9,1,2,1,2,,2,1,,,1,12,03,,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,001,000,1,1,0,0,0,0,0,0,0,0,0,1,10,0,50,1,12,10,08,,
2023,01,10,1,1,20,01,001,000,1,000,9,2,2,1,,,2,1,,,1,03,03,,2,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,2,10,0,50,1,14,10,01,02,
2023,01,10,1,1,25,01,001,000,1,000,9,1,2,1,,,2,1,,,1,04,11,,2,0,0,0,0,0,1,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,006,000,1,1,0,0,0,0,0,0,0,0,0,2,09,0,45,1,14,10,01,06,
2023,01,7,1,1,48,01,006,000,1,000,7,1,4,2,1,,2,1,,,1,03,03,,1,0,0,0,0,0,1,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,,,1,0,1,0,0,0,0,0,0,0,0,1,10,1,0,1,14,10,06,05,
2023,01,7,1,2,50,01,006,000,1,000,7,1,2,1,,,2,2,02,00,1,05,03,,1,0,0,0,0,0,1,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,,,1,0,1,0,0,0,0,0,0,0,0,2,06,1,0,1,12,8,06,,
2023,01,7,2,1,36,01,006,000,1,000,3,1,5,1,,,2,1,,,2,,02,,2,0,0,0,0,0,1,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,,,1,0,1,0,0,0,0,0,0,0,0,1,10,1,0,1,13,10,05,,
2023,01,7,1,1,65,01,006,000,1,000,6,1,11,1,,,2,2,02,00,1,03,02,,1,0,0,0,0,0,1,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,,,1,0,1,0,0,0,0,0,0,0,0,2,07,1,0,1,13,8,09,,
2023,01,10,2,1,40,08,037,000,1,000,9,1,2,1,,,1,1,,,1,02,07,,2,0,0,1,0,0,1,0,0,0,0,3,3,1,0,0,0,0,1,0,0,0,001,000,1,0,1,0,0,0,0,0,0,0,0,1,09,0,40,1,14,9,09,,
2023,01,10,2,1,44,15,123,000,1,000,9,1,3,1,,,1,1,,,1,03,06,,1,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,0,1,0,0,0,003,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,40,1,14,10,07,09,
2023,01,10,2,1,41,09,016,000,1,000,10,1,2,1,,,1,1,,,1,01,04,,2,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,08,0,35,1,14,10,09,,
2023,01,10,1,2,18,01,003,000,1,000,7,1,4,1,2,,1,1,,,2,,11,,2,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,0,0,0,0,001,000,1,0,1,0,0,0,0,0,0,0,0,2,09,1,0,1,14,8,05,,
2023,01,7,1,2,62,01,001,000,2,221,9,1,11,1,2,,1,1,,,1,15,10,,2,0,0,0,0,0,1,1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,10,1,15,1,14,10,07,09,
2023,01,7,1,2,15,01,001,000,1,000,7,2,11,1,,,2,2,02,00,1,01,01,10,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,14,10,03,09,
2023,01,7,1,2,41,01,001,000,1,000,4,1,11,1,,,2,1,,,2,,03,,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,005,001,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,11,10,01,,
2023,01,7,1,2,30,01,011,000,1,000,9,1,11,1,,,1,1,,,1,02,10,04,2,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,001,000,1,0,0,0,0,0,0,0,0,0,0,1,09,0,45,1,12,10,03,,
2023,01,7,2,2,43,15,058,000,1,000,9,1,3,1,,,1,1,,,2,,07,,2,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,002,000,1,0,1,0,0,0,0,0,0,0,0,1,07,1,0,1,11,9,09,,
2023,01,7,2,2,48,08,019,000,1,000,10,1,2,1,2,,1,1,,,1,03,03,,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,004,000,1,0,0,0,0,0,0,0,0,0,0,1,09,1,0,1,15,10,09,,
